start	end	text
148080	150680	Antes de entrar, pasó así, voy a relatarles la escena
150680	153780	Quizás con la esperanza de que esta persona esté escuchando este programa
153780	155340	O esté mirando este programa
155340	157220	Porque aparte creo que era un agovero
157220	159640	Me pasó que estábamos llegando al lugar
159640	162580	Y estaba ahí en la esquina
162580	163800	Una persona con barbijo, ¿viste?
163840	167100	Los barbijos aparte dificultan entender, interpretarse bien
167700	169120	Y me dice, ¡Eh, Rebord!
169700	170760	Y yo le digo, ¡Eh!
171920	172720	¡Eh, Onomatopeyas!
172800	173620	Los saludo, ¿viste?
173720	175400	O sea, tengo un momento de interacción
175980	178340	Y después me dice algo
179500	181120	Que yo interpreté hostil
182080	183700	Y ahí está el problema de todas las cosas
183700	186960	Creo que yo me lo tomé como un apure y reaccioné mal
186960	190380	Porque si me apuran, como que mi reacción es profundizar
190380	192920	Y después, después me quedé pensando y dije
192920	194580	Para, Flashe, boludo, el chabón no está...
194580	195760	O sea...
196360	198060	El chabón, los saludo y me dice
198060	198740	¿Y?
200120	202180	¿Y? ¿Tenés ganas? me dice
204340	206500	Y no sé qué fue, no sé qué fue
206500	207480	Agarre y me dice, ¿Y?
208600	211260	Como que le salió... Creo que le salió eso, ¿viste?
211640	213460	Dice, ¿Y? ¿Eh? ¿Y?
213620	214560	Con barbijo, ¿viste?
215720	216560	¿Tenés ganas?
217180	220060	Y como yo digo, o sea, no entendí, no entendí
221020	222420	Reflexionando después en retrospectiva
222420	224080	Creo que el chabón me quiso tirar algo
224080	226600	O sea, como un buena onda quizás, no supo qué decir
226600	228660	Y como que le salió decir, ¿Y?
229280	231140	Pero fue tan raro ese, ¿Y?
231840	233600	Y yo le dije...
234200	235380	Le dije, ¿Y qué? ¿Y qué?
235740	237680	¿Cómo no voy a tener ganas? Estoy yendo a esto, boludo
237680	239440	O sea, me salió como una cosa, ¿viste?
239640	242000	Una hostilización, así como que le respondí
242000	243040	Me dice, ¿Y? ¿Y qué?
243320	244280	¿Y qué? le dije
244280	246560	Y cuando digo ¿Y qué? el chabón como que me dice
246560	248300	No, no, no era eso
248300	250420	Como que yo vi en sus ojos que no era eso
250420	252020	Todo tapado, barbijo, ¿viste?
252100	254600	Como que el chabón...
254600	256060	Y acá me pone, ¿Viste? Hernán Capaldo
256060	258140	No, no, no es que...
258140	261000	No es una interpretación de rol, es que no entendí el mensaje
261000	262620	Así que le quiero pedir disculpas
262620	264380	A vos, a Gobero, aparte ponme qué pensando
264380	266600	Eso es obvio, que fue un pibe, que fue...
267840	268620	O sea, si no fue
268620	270560	Completamente expulsado ya del lugar
270560	271940	Por ese acto irracional
271940	274020	Es alguien a quien le quiero pedir disculpas
274020	276540	Si es que estás ahí, a Gobero anónimo de la esquina
276540	278480	Te pido disculpas, interpreté
278480	279860	Tu acción como una pure
280800	282860	Y profundicé, creo que en eso me deberías
282860	285020	Por entender, profundicé cuando me sentía apurado
285520	287400	Pero me parece que no fuese a tu intención
287400	288920	Creo que me quedé pensando
288920	290240	En el brillo de tus ojos
290240	293040	Y yo vi solo alguien buscando amor
293040	295200	Quiero corresponder a ese amor ahora
295200	296860	Quiero agarrar y decir, loco
296860	298180	Disculpame, está todo bien
298860	300820	Este es el Maga de hoy, la importancia
300820	302180	De pedir disculpas
302180	305320	Un bajón, el Maga, era un Maga
305320	307420	Era el juego de golf
307420	308700	De los Simpson, ajá
308700	310880	Que lindo, que lindo
310880	312880	Un Maga sobre la importancia de disculparse
314880	317080	Es súper importante disculparse, cuando uno hace algo mal
317080	318740	Y hablando, hablando
318740	320880	De las disculpas procedentes
322000	323140	Podría empezar
323140	324240	A hablar de este tema
324240	326220	Que me sugería, me sugería
326220	329280	Uno de mis idiotas
329280	330580	Conjeturales favoritos
330580	332880	Uno de mis arquetipos de idiotas
333520	335020	Es este que está convencido
335020	337140	O persuadido de que el resto del mundo
337140	338640	Padece sus convicciones
338640	340640	No sé si lo ubican, ubican estas personas
342640	344460	O sea, el idiota es
344460	345460	Dos puntos
345460	349020	La persona que cree que los demás
349020	351060	Viven cual cruces
351060	352420	A cuestas
352420	354640	Sus propias ideologías y sus propios presentes
355300	356520	Viste ese tipo que siempre
356520	358860	Agarra y cree que el resto
358860	360760	Está como, no sé
360760	362300	Oh, el sapo que te...
362300	364540	Uy, el sapo con mansur
364540	366980	Uy, el sapo que te tenés que tragar
366980	369040	Como están, y siempre para esas personas
369040	371200	El resto está como escondidas, viste
371200	372940	Donde están los kirchneristas
372940	375060	Escondidos ahora que está mansur
375060	376980	Donde deben estar tan avergonzados
377540	379020	Y todo eso lo conjetura básicamente
379020	380320	En la casa sin ver a nadie, viste
380320	382980	Porque si te asomás, ves que los kirchneristas están ahí
383660	385180	Ahí están, están literalmente ahí
385180	386980	Están al lado de mansur
386980	388540	Vacándolo, yendo a lugares
388540	390620	Entonces, siempre está esa premisa
390620	392680	Y ustedes saben que en realidad lo que se juega en eso
392680	395060	Es una mera correspondencia con sus propias
395060	396580	Limitaciones ideológicas, es decir
396580	399160	Es alguien que vive encorsetado por la ideología
399160	400860	Es alguien que vive padeciendo
400860	402940	Sus propias contradicciones, por ende
402940	405340	Como síntoma de coherencia
405340	407060	De coherencia de su propia cohesión
407960	409280	Necesita que el resto padezca
409280	411500	Las otras contradicciones, porque si el resto no las padece
411500	412340	¡Oh Dios!
413020	415440	Quizás se enfrenta a la terrible realidad
415440	417400	La terrible realidad
417400	419120	De que hay un mundo mucho más feliz
419120	420720	Tal cual el puede acceder
420720	423160	Y eso lo aterra, entonces necesita
423160	425540	Necesita, para que su sistema de ideología
425540	427220	Tenga sentido, que el resto
427220	429440	Viva en convicciones
430020	430580	Amordazantes
431160	431920	Entonces este tipo dicen
433720	435160	¿Dónde están los kirchneristas?
435940	437420	Ahora con Aníbal
437420	438460	Amenazando
438460	440460	Acá están
441660	442940	Salgan de sus cuevas
442940	445300	Yo acá no veo ninguna cueva
445300	447700	Estamos todos acá, estamos todos en el mismo lugar que antes
447700	449560	Así que, si quieren hablar de ese tema
449560	451440	Si quieren hablar de Aníbal
451440	453260	Y el apure a Nick
453260	455980	Vamos a desglosarlo, ojalá hayan venido
455980	457240	Ojalá hayan venido acá
457240	460460	A este encuentro, porque yo invito a gente de todos los palos
460460	462280	Y las cosas las podemos analizar
462280	463800	Incluso más allá de las ideologías
463800	465240	Vamos a analizar el hecho
465240	467620	Aníbal-Nick como lo que fue
467620	469460	Un hecho objetivo que tiene
469460	470680	Distintas interpretaciones
470680	473440	Vamos a hacer primero la interpretación
473440	476320	Esto no necesita ser peronista o antiperonista
476320	477580	Para coincidir con esto
477580	479180	O para dar obviamente tu opinión
481460	482020	Aníbal
482020	483580	No hace una amenaza
483580	485400	Esta es la primera verdad
485400	487340	Esto es lo primero que yo quiero diseccionar
487340	488680	No sucedió
488680	490720	El hecho amenazal
490720	491760	No sucedió
491760	493880	Yo les puedo decir como abogado
493880	496160	Que la conducta típica punible
496160	497780	De amenazar a alguien
497780	500180	No está dada, o sea no está dado el tipo
500180	502760	El tipo amenaza, no se configura
502760	505240	Esto no significa que estuvo bien, que estuvo mal
505240	507360	O que Aníbal no se equivocó en algo
507360	509340	Ahora vamos a ver, vamos a ver qué es equivocar
509340	510640	En relación a sus efectos
510640	513340	Pero el hecho amenazal no sucedió
513340	514400	No hay una amenaza
514400	516220	No hay una amenaza
516980	519680	El gran problema, y acá entramos en el error
519680	521740	De Aníbal, porque Aníbal comete un error
522420	523600	Aníbal comete un error
523600	525360	Que es pelearse con un cobarde
528140	529760	Aníbal elabora una chicana
529760	531020	Vos te das cuenta que lo que está haciendo
531020	532240	Es una chicana política
532240	534460	El chavón está tan pasado en esa modalidad chicana
534460	535840	Porque está devolviendo trompadas
535840	537360	Como uno supone que tiene que hacer
537360	539320	Y está tan pasado en esa lógica
539320	540380	Que cuando está devolviendo trompadas
540380	542240	De repente le pegás a uno
543740	546780	No sé si medí los efectos de esto
546780	548620	Pero lo que sucede
548620	549920	O sea el hecho que está sucediendo
549920	552820	Es una devolución de esa misma trompada
552820	554200	¿Me siguen hasta ahí?
554560	557660	Es una chicana, es el mismo código
558720	560320	Entonces, ¿qué pasa?
562400	564140	Nick levanta una chicana
564140	567100	Es decir, levanta el guante de chicana
567100	568980	Convertido en amenaza
568980	570860	Y acá se produce
572520	573640	El efecto
574500	576160	De revestir de amenaza
576160	577320	Lo que era una chicana
578100	579900	Esto no se vea que no se equivocó, Aníbal
579900	583060	¿Cuál era el proceso que estaba en curso?
583600	585060	Nick se estaba quejando de los subsidios
585060	587600	Y Aníbal quiere exponerle su hipocresía
587600	589340	Es decir, Aníbal quiere decirle
590140	592560	Vos sos beneficiario de esos mismos subsidios
593820	594700	Que dilapidas
594700	596980	Vos sos un sector
596980	598920	De la sociedad activamente
598920	600620	Beneficiado por las políticas
600620	601980	De subsidios, lo sos
601980	604920	Eso es una verdad objetiva, es incontrastable
604920	606780	No hacen que Nick tenga ni más ni menos razón
608900	610560	Ni que no tenga sus opiniones, pero eso es verdad
612080	612960	Aníbal elige
612960	614620	Formularlo eso a través
615440	616760	De el colegio al que van
616760	617840	Los hijos de Nick
618500	620560	Lo cual podemos empezar a ver que es inconveniente
620560	622880	En términos retóricos
622880	625140	Porque creo que es lo indecoroso de todo esto
625140	626980	Y meter a los hijos es indecoroso
626980	628980	El tema es que en el tweet original de Aníbal
628980	630440	Ni siquiera están presentes
630440	632520	Habla de un colegio, lo conoce porque él
632520	634880	Como contratante, de ese contrato
634880	636480	Para con el colegio, ese contrato educativo
636480	638560	Es beneficiario de un...
642740	645600	El problema es que el otro lo recupera
645600	646520	Como amenaza, entonces
646520	648960	El problema, el grave error de Aníbal
648960	650640	Es que le pegó un cobarde
650640	653020	Es muy difícil pelear con un cobarde
653020	655060	Es muy difícil, es muy difícil
655060	656480	Porque el cobarde
657040	658560	Convierte la pelea en otra cosa
658560	661040	Convierte la pelea en una discusión
661040	662720	De antisemitismo, qué se yo
662720	664480	Qué se yo en qué carajo va a salir
665860	666780	Habiendo dicho eso
666780	668980	Que es el análisis, el desglosado de lo que yo creo
668980	670320	De dónde estuvo el error y dónde no
670320	672280	A mí me rechupo un huevo
672280	674980	Eso le digo al compatriota que se preguntaba qué nos pasaba a nosotros
674980	676300	Me chupo un huevo
676300	678160	No sé qué va a pasar después con eso
678160	680140	Pero cuando vos lo ves en esa entidad no pasa nada
680740	682300	El problema es la construcción posterior
683180	684960	Y obviamente vos tenés que ser vivo
684960	686880	De saber qué esas construcciones se van a hacer
686880	687760	Hoy por hoy
687760	690680	En el estado actual de las cosas y en la disputa metafísica
690680	691740	En la cual está el peronismo
691740	693980	Es un precio menor a pagar
694500	696300	En la gran batalla que estamos dando
697060	698440	Y hablando de batallas
698440	701040	Dígame ahora tema tanda y eso dónde nos quedó
701700	703560	Porque estamos corridos, no?
703840	704660	Perfecto, bueno
704660	706420	Dígame eso nomás
706420	708100	Hablando de batallas quiero
708660	710260	Referir a otro hecho, otro hecho
710260	711760	Y ya les voy a dar la palabra a ustedes
711760	716040	Les voy a dar la palabra al 11-39-39-88-88
716660	718180	Quiero referir a otro hecho
718180	720460	Quiero referir al peleón
720460	722860	Peleón de boxeo
724460	725580	Furry Wilder
726620	728660	Furry, furry, furry peludito
729680	730680	Furry Wilder
730680	731840	No sé si lo vieron
731840	732780	¿Lo vieron?
733120	734220	¿Vieron esa pelea?
734620	737240	Acá va a pasar como cada área nueva que inauguramos
737240	739180	Y hay gente que dirá
739180	740920	No el boxeo a mi no me interesa
740920	742760	El boxeo es una mierda, viste
742760	744540	No, no, no, bueno
744540	747440	Breve recomendación a gobera
748360	749840	Breve recomendación a gobera
750600	752220	No se pierdan
752220	753800	De nada por un prejuicio
753800	756060	En la gran mayoría de las cosas
756060	757540	ADNF me pone rébord
757540	758160	Centrate
758780	759400	Centrate como?
759420	761100	En pantalla, en el
762040	763480	¿Qué tan centrado me ves?
765480	766200	Ahí, ADNF
766200	766840	¿Estamos bien?
767620	768500	¿Qué es lo que trato de decir?
768560	771420	En la gran mayoría de las cosas
771820	773800	Donde se involucran emociones humanas
773800	775540	Y a vos no te gustan
775540	777640	En el 90% de los casos, 99
777640	779500	El que se está perdiendo de algo sos vos
780140	781620	Esto es una gran regla de vida
781620	784320	Y esto no se trata de que uno tenga que ir a participar de todo
784320	785980	No tiene que ir a participar
785980	788820	De lo que no te gusta
788820	789900	A unos le gustan cosas, a otros no
789900	792180	Pero hay que saber entender que
792180	794560	En el lugar donde hay pasiones en juego
794560	796400	Hay también algo de verdad
797300	798180	¿Se entiende?
798540	800300	Que lindo que salió ese concepto
800300	801600	Siempre que haya pasiones en juegos
801600	803700	Porque hay algo de verdad ahí, jugándose
803700	805540	Hay algo del espíritu humano
806840	808420	Definiéndose en ese campo
809040	810580	Y eso pasa en el boxeo
810580	812540	Como pasa en el fútbol, como pasa en cualquier cosa
812540	813980	Como pasa en cosas, a mí me pasa
814080	815360	Me hablan del tiempo, me hablan de automovilismo
815360	817100	Yo no soy una poronga de automovilismo
817100	819700	Pero sé que ahí hay algo, lo sé perfectamente
819700	821380	Lo que quiero decir entonces es
821380	822980	Si alguno en este momento va a decir
822980	824540	Ah, va a hablar de boxeo, a mí no me interesa
824540	826220	De lo que a mí no se trata de esto
826220	828860	Es de lo que vos entendés como boxeo
828860	831240	De lo que se trata es de la verdad
831240	832380	Es del amor
832380	835560	Y esa penea fue una locura
836080	837740	Una locura absoluta
837740	839320	No sé cómo ser más enfático
839320	842500	Yo estaba con unos amigos, nos juntamos a verla
842500	844760	Y literalmente hay un round
844760	846780	Donde, no, arranquemos atrás
846780	848320	Porque es el round 3 entre dos chabones
848320	849520	Que ya se armó un clásico
849520	852260	De un lado tenés un negro, tuneadísimo
852260	854060	Que es tipo, salió de una
854060	855720	Es un max steel, entendés
855720	857100	Es de otro planeta
857100	860440	Y se carga los brazos antes de salir a boxear
860440	862500	Porque el chabón tiene un récord de knockouts
862500	864440	Casi de la totalidad de sus peleas
864440	866180	Salvo cuando pelea con este otro loco
866660	868180	Ese es uno de los personajes
868180	870180	El otro, el otro
870180	871660	Es un...
872180	873500	Gigante borracho
873500	875600	O sea, es indistinguible de tu tío
875600	877500	Que le entra fiero al escabio, digamos
877500	879320	De hecho, tiene físico
879320	882360	Tiene físico de tío perdido
882360	884220	Tiene el físico que te crece en el momento
884220	885060	En que tenés sobrinos
885060	887160	Cuando vos te informan que tenés sobrinos
887160	889540	A vos te salen dos flotadores así de los costados
889540	891220	Es así, es física
891220	893020	Es aplicable linealmente
893020	894520	Así es el otro chabón
894520	897500	O sea, la cúspide
897500	899520	La cúspide del deporte en este momento
899520	902820	Tiene la cara, el rostro, la anatomía
902820	903720	De un tío borracho
903720	904540	De un tío escabio
904540	906200	Y es impresionante
906200	909220	De un lado sale este max steel
909220	910920	Con puños en llamas
910920	912600	Que si te entra una te knockea
912600	914240	O sea, es el problema del negro
914240	916020	Te entra una y te knockea, fijate el duelo
916020	918420	Y entra vestido con un armatoste
918420	920020	Tipo una cosa de gladiador
920020	921600	Pero de otra galaxia
921600	924800	Que dicen que en la segunda pelea el chabón vino con un armatoste muy pesado
924800	926460	Y que eso le cansó las piernas
926460	929060	Por ende en esta tercera vino un poco más ligero
929060	931120	Y atención, atención
931120	933140	Porque busquen la entrada de Furi
933140	935020	Busquen la entrada de quien ganó
935020	935300	¿Sí?
936280	938520	Es una entrada rarísima
938520	940620	Es una entrada con una suerte de
940620	942060	Gitano medio queer
942060	943680	Un gitano medio drag
943680	946960	Así todo exótico, todo fabuloso bailando
946960	948040	Una cosa que no vi
948040	950600	O sea, estaba fascinado porque no la vi nunca
950600	952440	Hablamos de mundo box
952440	954380	Está mucho más cerca
954380	956440	De nuestros conocidos y reconfortantes
957380	958820	Códigos heteronormativos
958820	960560	Donde entra una piba con un cartel
960560	961140	Con un algo
961140	964420	John eligió a un gitano drag
964420	966520	Ya sé que es gitano, ya sé que es el rey
966520	968880	De los gitanos, es el gypsy king
968880	970240	Pero digo su entrada
970240	972240	La definición estética fue
972240	974080	Cómo entramos, cómo entramos
974080	976080	Con todos chabones tuneados desnudos
976080	978940	Pero de una forma muy, muy homoerótica
978940	980740	O sea, como los 300
981640	982160	Viste?
982220	985100	Es una cosa muy, muy hot
985100	987100	Muy hot y gay
987100	987900	Viste?
988080	990600	Y un boxeador entró en esa y con el gypsy king
990600	992600	Todo así, todo mágico
992600	994960	Todo fabuloso y yo dije que raro boludo
994960	996420	Que inusual
996420	997340	Que inusual
997340	999340	Y lo recagó a trompadas después
999340	1002080	Lo recagó a trompadas con los poderes
1002080	1004980	De los flotadores, la magia y la homosexualidad
1004980	1006100	Boludo, o sea
1006100	1008240	Hice una combinación gitana ancestral
1008240	1009780	Y lo recagó a piñas
1009780	1011380	¿Y qué pasó? ¿Qué pasó?
1012500	1014120	Primero, y esto fue una textual
1014120	1015260	Y por eso los invito de verdad
1015260	1017420	Por favor vean esta pelea incluso si no le gusta el boxeo
1017420	1019400	Porque lo que está pasando es una colisión metafísica
1019400	1022560	O sea, lo vemos, lo vemos en los términos de maga
1022560	1023780	Miren la pelea
1023780	1026140	En el round 4 creo el gypsy king
1026140	1028280	Lo nokea, lo nokea
1028280	1029480	Al negro, al piso
1029480	1032700	El negro se levanta
1032700	1033940	Y uno de mis amigos tiró
1033940	1036220	Mirá si ahora lo tira el negro en el próximo
1036220	1038160	Y yo le dije
1038160	1040060	Textual, le dije, no boludo
1040060	1041920	Las peleas no son como en Rocky
1043000	1044740	Las peleas no son como en Rocky
1044740	1046940	Esta pelea fue 10 veces mejor
1046940	1047980	Que cualquier Rocky, o sea
1047980	1049200	Nunca había una cosa así
1050460	1053660	Fue 10 veces mejor que Rocky
1053660	1054920	Si lo ves en Rocky
1054920	1055620	Si para
1056220	1057940	El negro vuelve el otro round
1057940	1060600	Y lo nokea al gypsy king
1060600	1062880	Lo tira 2 veces al piso al tipo que lo acaba de nokea
1062880	1064220	Y después viene una guerra
1064280	1065760	Una guerra total
1066280	1068880	Una guerra invencible hasta el round 10
1068880	1069280	Creo
1069280	1072500	Donde el tipo no paraba de bajar y de subir
1072500	1074080	Se caía y se paraba
1074080	1076300	No daba más y resistía
1076300	1079160	Y era una locura y le seguía metiendo manos
1079160	1080340	Y el negro
1080340	1081840	Sin pies ya
1081840	1083760	Porque no tenía piernas
1083760	1086580	Le conectaba una y el gypsy king
1086580	1087840	Temblaba
1087840	1089560	Porque tenía
1089560	1092540	Los puños cargados de verdades
1092540	1094620	Era muy poderosa esa trompada
1094620	1095460	Yo estaba, o sea
1095460	1097880	No lo podía creer, cuando terminó
1098540	1100980	No puede ser, es de otro planeta
1101520	1102040	Gente
1102040	1104500	Les digo unos breves anuncios antes de ahora si
1104500	1105780	Ir a una tanda
1105780	1108980	Ustedes saben, repasemos calendario a gobero
1108980	1110540	Ustedes saben que
1112020	1113060	El próximo
1113060	1114860	Maga, es decir el próximo
1114860	1116900	Lunes, yo no voy a estar corporadamente acá
1116900	1118580	Yo voy a dejar un mensaje
1118580	1120920	Un mensaje grabado para todo el pueblo a gobero
1122280	1123040	El próximo
1123040	1124600	Lunes no voy a estar acá, voy a estar cumpliendo
1124600	1126800	Misiones de altísima jerarquía en el sur
1126800	1128000	Del país
1128000	1131340	Por dos, tres días como mucho
1131340	1133080	Quizás me afecta la columna de Navarro
1133080	1134500	También me acabo de dar cuenta
1135440	1136920	El otro sábado
1137700	1138760	Estaremos yendo a La Plata
1138760	1141000	¿Se acuerdan que no sabía la fecha? Bueno es sábado 23
1141000	1142360	Sábado 23 voy a La Plata
1142360	1144580	A lo que sea que haya en La Plata
1144580	1146160	Sé que se odian todos ahí en La Plata
1146160	1148540	Voy a pedirles un breve momento de paz durante esa tarde
1148540	1150880	O de conflicto inmortal hacia el final
1150880	1152540	Y hacemos un Valhalla platense
1153060	1154040	Para celebrar
1154040	1155700	Eso es el 23
1156540	1158740	El otro Maga, el otro lunes después
1158740	1160540	El otro es el
1161600	1162380	¿Cuándo es esto?
1162640	1164080	¿Qué cae el último lunes?
1164660	1166020	¿Cuándo hacemos el Maga presencial?
1166840	1167460	¿Cuándo lo hacemos?
1168680	1170260	No me acuerdo, pero es muy corroborable
1170260	1172700	No confíen en mí para las fechas
1172700	1173380	¿Cómo?
1174520	1176580	Veinte, dos y cinco
1177120	1178280	Dos y cinco
1179480	1180280	Veinticinco, perfecto
1180280	1182220	Yo les dije, soy lento con los números
1182220	1184300	Tienen que tener mucha paciencia, si no los escriben
1184300	1186580	Yo no entiendo números, debe ser algún tipo de
1188120	1188520	Dislexia
1188520	1190040	Selectiva y que no me sirve para nada
1190040	1192340	Porque no me da superpoderes en este caso
1192340	1194580	Cuestión, ese lunes
1195220	1196780	Vamos a hacer el Maga presencial
1196780	1198180	Así que voy a dar hoy
1198180	1200580	En este Maga tan particular, en este Maga que estoy fastidioso
1201120	1202580	En este Maga donde
1203100	1204580	Mucha gente se quedó afuera
1205360	1207160	Como es particularmente difícil de
1207160	1208820	Entrar, voy a dar previsiones para cómo ir al
1208820	1210940	Maga presencial, para que tenga algo de desafío
1210940	1212760	El que llegó, vamos a hacer lo siguiente
1213220	1214580	Voy a repartir
1215720	1216600	Diez entradas
1216600	1219220	Durante este mismo programa, a audios que manden
1219220	1220840	A audios que manden
1220840	1222400	Y aclaren, escriban, escriban
1222400	1224420	Por favor, quiero ir al Maga presencial, por favor
1224420	1227420	En texto, diez entradas
1227420	1228500	Para ese Maga presencial
1228500	1229960	A estos audios
1229960	1232600	Las otras diez, serán repartidas
1232600	1234320	Por un sistema de justicia imparcial
1234320	1236100	A través de las redes de Nacional Rock
1236100	1238940	Como se va a hacer el lunes de la semana que viene
1238940	1241000	Es decir, el Maga que no va a ser en vivo
1241000	1242340	Que va a ser un mensaje especial
1242340	1244840	Va a tener como siempre su flyer
1244840	1246420	Los diez comentarios
1246420	1248600	Con más me gusta en esa publicación
1249660	1251020	Parece difícil pero
1251020	1252760	Si lo siguen van a ir viendo, anoten
1252760	1253920	Anoten los pasos
1253920	1256620	Los diez comentarios con más me gusta decir que la justicia
1256620	1258700	Gobera va a decidir quiénes
1258700	1260620	Quienes acceden en esos diez lugares
1260620	1262460	Van a tener otros diez lugares
1262460	1263640	Que vienen al Maga presencial
1263640	1266220	Y después va a haber diez entradas reservadas
1266220	1268520	Para la corrupción agovera
1268520	1270100	Va a haber diez lugares
1270100	1272240	Definidos arbitrariamente para la barra
1272240	1273580	La barra agovera
1273580	1275980	Danny, Agob 5
1275980	1278120	Osea, los pesados de Agob
1278120	1280020	Los pesados del Agob van a estar
1280020	1282500	¿Por qué? Porque entran por sus propios medios
1282500	1284840	A través de la corrupción acá explicitada
1284840	1286500	Y me parece importante decirlo así
1286500	1288460	Ustedes habrán notado, son muy pocas
1288460	1289380	Son treinta
1289380	1291260	Eso significa que perdimos una batalla
1291260	1292860	A veces gana Maga y a veces pierde
1292860	1294180	Para mi el lugar es enorme
1294180	1295780	Así que va a ser muy raro
1295780	1298580	Van a ser como treinta sillitas perdidas
1298580	1300360	En una sala para trescientas personas
1301380	1303400	Hasta va a ser incómodo el Maga presencial
1303400	1305980	Pero van a estar invitados a lo que sea que pase
1305980	1307540	Vamos una tanda y volvemos
1319840	1322460	No importa si está
1322460	1324320	Todos muy locos al venedor
1324320	1328260	Y más divertidos al cuerno
1353300	1354300	Desafiadas
1355700	1356700	Escuchadas
1356700	1359800	Nunca nos conformamos
1359800	1362360	Noventa y tres siete
1362360	1364440	Nacional Rock
1364440	1367300	Terminal día lejos de casa
1367300	1369020	Estamos en la luna
1369020	1371080	Un viaje por la música
1371080	1372720	Y la imaginación
1372720	1375220	Estamos en la luna
1375220	1376660	De lunes a jueves
1376660	1378020	De veintiuna a cero
1378020	1378440	Con la luna
1378440	1378440	
1378440	1383660	Estamos en la luna
1383660	1383920	Estamos en la luna
1383920	1385040	Por noventa y tres siete
1385040	1387160	Nacional Rock
1387160	1390140	Así la tuya
1390140	1392120	Estás escuchando
1392120	1392980	Maga
1392980	1395020	Por Nacional Rock
1412560	1413720	Hola Rebor
1413720	1414460	¿Cómo estás?
1414980	1417040	Ya te habla Juan Pablo de Long Jams
1417040	1418800	Solo quería avisarte
1418800	1421560	Que hoy mi brazo
1421560	1422560	Hace a la Argentina
1422560	1423900	Grande otra vez
1423900	1426120	Y que cagazo pega a las caronetas todos
1429960	1431860	Me acaban de pasar
1431860	1433100	El tatuaje
1433100	1434580	No pueden creer el tatuaje
1434580	1436780	Que se hizo un acuagaucho
1436780	1437640	En el brazo
1437640	1440300	Bueno esta persona tiene que poder venir
1440300	1441620	Al maga presencial por ejemplo
1441620	1443880	No se si era su intención
1443880	1445140	Venir cuando mando ese audio
1445140	1446280	No se si era una posibilidad
1446280	1447320	Si le queda lejos
1447320	1451640	Pero si podemos corresponderle
1452300	1454060	Que se marcó para siempre
1454060	1456660	Su brazo en maga términos
1457380	1458600	Que venga
1458600	1460140	Lo invitamos
1460140	1461560	Por ese sacrificio de piel
1461560	1462540	Que hizo
1462540	1464160	Los escucho
1464160	1466060	Estuve leyendo los astros
1466060	1466600	Rebor
1468160	1469260	Y a Pablo Archuza
1470160	1471260	Y me dicen
1471260	1473780	Que los grandes movimientos sociales de la Argentina
1473780	1476020	Se acaban
