start	end	text
539000	542100	Rufo, está luchando contra el enemigo invisible
543480	545860	Todos estamos luchando de rebor contra el enemigo invisible
545860	548420	Bueno, ahí lo nombrabas a Rufo, nuestro querido productor
548420	551300	Que está a capa y espada contra el coronavirus virtual
551300	552900	Está también el chino Tomala
552900	555280	Sin dormir seguramente y también sufriendo mucho
555280	556160	Sí, sí, el chino...
556160	557660	Cristian, perdón que te interrumpa
557660	560680	El chino está en un frenesí de risa caótica
560680	563980	O sea, ¿viste el Joker en Batman?
564120	565380	Cuando ya no le importa nada
565380	567720	Por favor, paren ese río atrás
567720	570100	O sea, cuando el tipo ya abandonó todo
570100	570760	¿Entendés?
570840	572780	Y solo está rodeado por llamas
572780	574200	Y el tipo celebra el caos
574200	575220	Ese es el chino Tomala
575220	576520	Seis días sin dormir
576520	579780	Está disfrutando de ver como todo se prende fuego a su alrededor
579780	583140	Y cómo hacemos el programa más inviable de la radiofonía argentina
586140	587240	Está ahí también
587240	588700	Con la computadora
588700	590660	Está grabando imágenes inéditas de la nada
590660	592140	De mí hablando solo
592140	594220	O sea, no sé por qué insistimos en grabar el programa
594220	595360	Cuando literalmente no hay nada
595380	595800	Que...
598100	599080	Perdón, ¿eso es Elisa?
599260	599960	Para saber
599960	603120	¿Eso es Elisa tipo retorciéndose en su casa?
603480	604420	Eso es Elisa
605020	606200	Eso es Elisa
606200	609100	O sea, Elisa se tragó la cámara y el micrófono, digamos
609100	612300	Estamos escuchando los gases intestinales de Elisa
612300	613580	Deglutiendo su micrófono
614080	616220	En este momento nosotros y la gente
616220	617720	Somos la digestión de Elisa Sánchez
617720	618620	Somos la digestión de Elisa Sánchez
618620	619760	Qué bueno, qué bueno estar presente
619760	621520	Adentro del tracto digestivo de Elisa Sánchez
621520	623500	El chino Tomala nunca la pasó mejor, eh
623500	625360	Es el programa que más feliz está el chino Tomala
625380	626900	Uy, un teléfono, un teléfono random
627820	628620	Aleatorio, sonidos
629200	632680	Escuche el teléfono de alguien de 1985, más o menos
632680	634160	Sí, Cristian, mirá, yo lo que te propongo
634160	635380	Es seguir presentando el programa
635380	637140	Total, ya, esto ya fue
637140	640040	Y con los sonidos son una circunstancia, digamos, nada más
640660	642220	Perfecto, bueno, me falta nombrar al querido
642220	644620	Loitaro Álvarez, que estará en su casa
644620	646560	Recibiendo los mensajes de los y las oyentes
646560	648820	Y la querida compañera Marianela Ego
648820	650800	Que también está en su casa
650800	651980	Y siempre nos acompaña
651980	653320	No sé si está en un rey con las redes
653320	654260	No sé nada, realmente
654260	656920	No, no, no hay ninguna novedad
656920	659700	La única novedad es el contenido de este programa
659700	660640	Que es
662700	663680	Pregunta ahí a producción
664180	665580	¿Prefieren que nos quedemos en silencio
665580	666340	Mientras tiran cosas?
667120	669720	Porque quizás, o sea, yo no estoy entendiendo la lógica del programa
669720	671980	Y es mejor revolear objetos contra la pared
671980	672760	En forma contundente
672760	674340	Y estamos empezando a brindar eso
674340	676520	Uy, ahí está, hay un poquito de paz
676980	677900	De repente hay paz
677900	678700	De repente hay paz
678700	680600	Prociga, Cristian Ciminelli, por favor
680600	683740	No sabremos si
684260	685320	Será efectivamente así
685320	687780	Pero hasta hace unos minutos teníamos
687780	690220	Un programa completamente cargado
690220	692060	Debido a una especie de
692060	693860	Hiperproductividad que se dio en el grupo
693860	695840	Toda la semana estuvimos subiendo a nuestro canal de Spotify
696500	698440	Diferentes productos de caricias
698440	700260	Y hoy hubo una actividad
700260	701960	En el grupo de Whatsapp inusitada
701960	703100	Desde muy temprano
703100	706180	Sí, de hecho para mí fue ofensivo
706180	708220	Creo que fue ofensivo para vos también, Cristian
708220	709380	Yo me desperté
709380	711740	No, perdón, me desperté
711740	713280	Antes de quererlo tipo once
714260	716040	Era como madrugón topo
717920	718580	Levanto el celular
718580	719620	Veo como cien mensajes
719620	720960	Digo, ¿qué es esto?
721080	724060	¿Qué es esta gente hablando en la madrugada topo?
724440	725680	Agarré, obviamente apagué el celular
725680	727340	Dije, voy a seguir durmiendo como corresponde
727340	728760	Lo retomé eso el mediodía
728760	730360	Y el grupo no paró, eran caricias
730360	732760	Era gente que se despertó, no sé, a las ocho de la mañana
732760	734300	Horas insólitas
734300	736000	Y estaba queriendo trabajar
736920	738640	En efecto, yo tuve la misma sensación
738640	740280	Me pareció también, hay que decirlo
740280	741300	Una falta de respeto
741760	744120	Ante el advenimiento de la sociedad
744260	746860	Topo, que haya tanta producción e hiperactividad en el grupo
746860	748220	En un horario tan temprano
748220	750400	Te deja contra pierna porque vos todavía estás durmiendo
750400	752440	Es la primera mañana, primerísima mañana
752440	754760	Y ya tenés que lidiar con cien mensajes
754760	756400	De gente que propone cosas para hacer
756400	758760	Bueno, entre esas cosas que han salido
758760	760000	Tenemos el programa de hoy
760000	763020	Que es verdad, está sobreproducido directamente
763020	764780	Me gustaría empezar, Tomás, ya que estamos
764780	766120	Con el storyboard
766120	768180	Hoy es un día muy especial, es dos de abril
769100	771520	Conmemoramos, además del cumpleaños de Alberto Fernández
771520	773920	El día de los caídos y los veteranos de la guerra de Malvinas
774260	776480	Una guerra que también fue
776480	778380	El otro día hablábamos en el After Caricias
778380	780540	De la dictadura como medio
780540	782420	Para instalar un fin, bueno, una guerra que también
782420	784420	Medio fue como un medio para
784420	786160	El fin de blindar
786160	788480	A la dictadura que estaba agonizante
788480	790240	Y vos podrías haber elegido
790240	792660	Entre estas temáticas, alguna de ellas
792660	794180	Para hacer el storyboard, pero sin embargo
794180	795080	Va a ser de...
795660	798060	Margaret Thatcher, para mí la forma más coherente
798060	799700	De pasar este dos de abril
799700	802180	Coherente de la perspectiva de Caricias, ¿no?
802220	804040	Claro está, es hablar de
804260	806320	Margaret Thatcher, una figura
807340	808140	Denostadísima en la historia
809080	810500	Legítimamente odiada, te diría
810500	812460	Por todo el país, pero vamos a ver
812460	814280	La historia completa, ¿no?
814300	816580	Como hacemos ese ejercicio a veces en algunos lugares
818000	820520	Yo creo que por suerte vamos a tener un complemento
820520	822480	Nacional, quiero pedirle a los
822480	823800	Dioses de la virtualidad
823800	826460	A los dueños de las
826460	828620	Bandas anchas de todo el país, que son muy poquitos
828620	830520	Que nos faciliten que esté
830520	832360	Esta sección, porque he tenido muchas
832360	833880	Críticas de la gente
834260	835440	Diciendo que hace mucho
835440	836840	Que no está
837700	839980	O sea, está en orden, esta sección
839980	841880	El radicalismo, tiene a Elisa como
841880	842860	Principal vocera
842860	845740	Sí, sí, sí, estamos mandando ya una comitiva radical
845740	848340	De octogenarios a solucionar el problema técnico
848340	849820	En la casa de Elisa Sánchez
850440	851740	Creemos que lo vamos a poder resolver
851740	853740	Por favor, que los andadores
853740	855840	Respeten la distancia de dos metros
855840	858460	Porque son población de riesgo, hay que tener cuidado con eso
862340	862820	Sí
862820	864240	¿Me escuchaste más?
864260	866000	Sí, ese fue un silencio
866000	867780	Es un ejercicio que quiero empezar a hacer
867780	870500	Ya que este programa parece destinado a la catástrofe inexorable
870500	871580	Es un silencio
871580	873300	Estaría bueno que hable también el productor
874140	876180	Rufo, ¿vos estás orgulloso de este programa que armaste?
876360	877780	La verdad que no, y de hecho
877780	879220	Era el programa más ajustado que teníamos
879220	882160	De hecho, calculamos todos los tiempos de todos los pisos
882160	883800	Para que sea milimétrico
883800	886260	Y parece que no va a salir de esta manera
886260	888560	Pero bueno, esto es radio, así que lo único que hay que es disfrutar
889020	889840	Rufo, seguimos
890360	892140	Sufriendo la desconexión de Elisa
892140	892520	¿Verdad?
894260	895380	Seguimos sufriendo la desconexión de Elisa
895380	898500	Yo aprovecho el aire para preguntarte, Cris, ¿vos por dónde nos estás escuchando?
899260	900960	Yo te estoy escuchando por mis auriculares
901980	902840	Ok, perfecto
902840	904120	Eso es lo que no está pasando con Elisa
904120	905700	Así que llamamos a la audiencia
905700	907860	Si alguien sabe de todas estas cosas, que nos responda
907860	909120	Porque Elisa no nos está escuchando
909120	911120	Porque acá tampoco tenemos mucha idea
912280	913520	Presentábamos la sociedad topo
913520	915240	En el capítulo pasado de Caricias
915240	918500	La sociedad topo tiene estas inconveniencias
918500	919820	Pero también tiene
919820	921700	El contexto que da título
921700	923440	A nuestro programa de hoy
923440	926860	Que es medio una sobrepolicialización social
927720	928260	Rebor
928260	930320	Y es por eso que hemos traído un juego
930320	932100	Que es denominado
932100	934500	Bueno, yo creo que ha estado la mano de Rufo detrás de esto
934500	935980	Albert Ladron
936900	938640	El Albert Ladron
938640	940220	Una producción original de Rufo
940220	941460	Como lo indica su nombre
941460	943620	Efectivamente vamos a estar jugándolo en
943620	945260	¿Cuánto? ¿Tres pisos más o menos?
945560	947680	Notarán que está la insignia Rufo presente
947680	949500	No es un poliladron
949500	952240	Es un Albert Ladron
952240	953220	Es de los creadores
953440	956080	Del exitosísimo Misterio del Ministerio
956080	956860	Del Gnocchiopoli
956860	958400	Y todos estos hermosos juegos
958400	959720	Que está haciendo la producción de Caricias
959720	963060	Lo que vamos a tener también en este programa
963060	964740	Y que ha sido todo un suceso
964740	967900	Es una nueva edición de Topo Noticias
967900	968860	El noticiero del futuro
968860	970760	Un éxito que está en las redes del destape
970760	972180	Ustedes lo pueden ver, el destape web
972180	975140	Con un gran complemento audiovisual de Tommy Cillian
975140	976520	En breve vamos a tener
976520	978580	Ese segmento acá
978580	980560	En Caricias y también por supuesto
980560	982240	Va a haber lugar para la gente
982240	983300	En Caricias Tiraje
983440	984880	Y un cierre musical imperdible
984880	987740	Con Charly Garcea y Mercedes Tosa
987740	990840	Cantando inconsciente en el colectivo
990840	992120	Perdón, Cristian, perdón
992120	993960	¿Cómo son los nombres de ese cierre musical?
994420	995860	Charly Garcea
995860	998120	Y Mercedes Tosa
998120	999220	Muy bueno
1000060	1000980	Muchas gracias
1000980	1003760	El tema se llama inconsciente en el colectivo
1003760	1005760	Clarísimo, conceptualmente impecable
1005760	1008100	Pero decía que la gente va a poder participar
1008100	1011200	En este contexto de sobre policialización social
1011200	1012880	Con una consigna que
1012880	1014280	Vos vas a desarrollar Reborn
1014280	1015360	Pero que hemos titulado
1015360	1015940	Hashtag
1015940	1017000	Ponete la gorra
1017000	1019280	Sí, este programa
1019280	1021640	Nace en el contexto de mayor
1022500	1023060	Policiación
1023580	1025260	De la sociedad civil argentina
1025260	1027000	Digo, esto no tiene precedentes
1027000	1028480	Nunca ha sido visto antes
1028480	1030260	Y es esta cosa de
1030260	1032760	Digo, el yutómetro está altísimo
1032760	1034920	Todo el mundo ha sacado a su policía interior
1034920	1037260	Y está decidiendo a quién bardear
1037260	1038400	Quién quiere ir en cana
1038400	1040640	Qué tipo de gente querés mandar a la prisión
1040640	1041880	Sin tipo de juicio previo
1041880	1042720	Sea un surfer
1042880	1044100	Sea un mega empresario
1044100	1045320	Sea alguien a quien le tenés bronca
1045320	1046000	¿Por qué no?
1046080	1047900	Esta cosa de la denuncia cruzada
1047900	1049500	De habilitar teléfonos para denunciar
1049500	1051080	Sacó un poco nuestro policía
1051080	1051560	Y por qué no
1051560	1052740	Quizás la posibilidad de
1052740	1053720	Dar un debate
1053720	1055100	Sincero y difícil
1055100	1057260	Acerca del rol de la fuerza de seguridad
1057260	1058400	En nuestro país
1058400	1060400	Un debate siempre complejísimo
1060400	1061540	Y que quizás
1061540	1062100	Quizás
1062100	1063300	Solo caricias
1063300	1064860	Tiene verdaderamente lo que hace falta
1064860	1066540	Para debatir esto a fondo
1066540	1068800	La realidad es que la consigna
1068800	1070360	A la cual los queremos invitar
1070360	1070800	Es a
1070800	1072400	Empatizar con la cana
1072400	1072860	¿No?
1072880	1074360	A veces faltan esas voces
1074360	1075000	En algún sentido
1075000	1076600	Gente que empatice con la policía
1076600	1077740	Una consigna que sea
1077740	1079000	Ponete la gorra
1079000	1080780	¿Cómo se ejecuta esta consigna?
1080860	1082780	Vos tenés que sacar a tu policía interior
1082780	1084760	Y ver en toda esta cuarentena
1084760	1086400	Básicamente con quién te la agarrás
1086400	1088000	Si pudieras sostentar por un ratito
1088000	1089780	El poder del Estado
1089780	1090980	Por ejemplo
1090980	1093160	Y esta la voy a hacer personal de entrada
1093160	1095260	Yo tengo un vecino que por algún motivo
1095260	1096540	Desde que arrancó la cuarentena
1096540	1097960	Cree que es legítimo
1097960	1099480	Que todo el barrio escuche su música
1099480	1100540	Es como que
1100540	1102660	Al estar todos aislados
1102880	1103620	Hay una suerte de
1104640	1105440	Sentimiento creciente
1105440	1107260	En creer que hay que colectivizar intimidades
1107260	1107940	Como bueno
1107940	1109620	Hay que luchar contra esto
1109620	1110540	Y yo de repente
1110540	1112480	No tengo ganas de escuchar a Fito Paez
1112480	1112940	¿Entendés?
1113020	1114020	A todo lo que da
1114020	1115380	A las 3 de la tarde
1115380	1117120	No tengo ganas
1117120	1118140	Me rompe las pelotas
1118140	1118380	Entonces
1118380	1119940	Para algo se inventó
1119940	1122360	La bendita intimidad
1122360	1123500	Y ahora lo único que te están pidiendo
1123500	1124220	Es que te quedes en tu casa
1124220	1124540	No que
1125520	1126380	Colectivices tu casa
1126380	1127840	Tu casa no es el pueblo
1127840	1128820	Tu casa sigue siendo tu casa
1128820	1129080	Entonces
1129080	1130560	Si vos querés escuchar música
1131060	1131460	Ponela
1131460	1132340	En la intimidad
1132340	1132860	De tus cuatro padres
1132880	1134200	Y disfrutala tranquilo
1134200	1134720	Todo lo que quieras
1134720	1135200	No hay necesidad
1135200	1136360	De sacar los parlantes
1136360	1136680	¿Viste?
1136700	1137020	Entonces
1137020	1138820	Yo lo primero que haría
1138820	1139380	Sacándome
1139380	1140580	Poniéndome la gorra
1140580	1141620	Como me invita
1141620	1142320	A la conciencia de este programa
1142320	1143440	Es mandar a este tipo
1143440	1144220	En cana
1144960	1145420	Bien
1145420	1146200	Es como
1146200	1147640	La persona que antes
1147640	1148380	En el viejo mundo
1148960	1150020	Escuchaba su música fuerte
1150020	1150580	En un colectivo
1150580	1150980	Por ejemplo
1151780	1152240	Exactamente
1152240	1153200	En el viejo mundo
1153200	1154340	Sería el equivalente a eso
1154340	1154720	Ahora es
1154720	1156140	Al palo en el patio
1156720	1157180	Bien
1157180	1158320	Yo estoy a punto
1158320	1158760	A punto
1158760	1160240	De denunciar a mi vecino
1160240	1161520	Que sale de su casa
1161520	1162340	Aproximadamente
1162340	1162700	15
1162880	1163540	15 veces por día
1164680	1165460	Poniendo en riesgo
1165460	1166200	A toda la sociedad
1166200	1166820	Porque además
1167380	1168140	Volvió de Europa
1168140	1169340	Así que yo sacaría
1169340	1169900	A mi policía
1169900	1169980	Ah pero eso
1169980	1171420	Es violación de cuarentena
1171420	1172000	Lineal
1172000	1173060	No hay mucha vuelta
1173060	1173500	A quedarle ahí
1173500	1173860	Claro
1174420	1175120	La gente
1175120	1176680	Si se quiere poner la gorra
1178500	1178900	1125809360
1178900	1179660	Está claro
1179660	1180440	Que nosotros ya vamos
1180440	1181320	A ponerse la gorra
1181320	1181880	En este contexto
1181880	1182460	Que es Caricias
1182460	1183480	Que es un contexto
1183480	1184500	De contención
1184500	1185320	De sublimación
1185320	1186000	De ese policía
1186000	1186940	Que tenemos todos adentro
1186940	1187480	No rebordes
1187480	1188160	Todo esto está
1188860	1189260	Contenido
1189260	1190200	Sí, sí, de una crisis
1190200	1191340	Y acá lo vamos a ver en el piso
1191860	1192260	Bien
1192260	1193940	Vamos a empezar
1193940	1194280	Entonces
1194280	1195500	Estas caricias
1195500	1196440	Que son policiales
1196440	1197480	Y que han comenzado
1197480	1199540	Muy controversiales
1199540	1200520	Como no podía ser
1200520	1201000	De otra manera
1205440	1206760	Caricias reperfiladas
1206760	1209280	La fantasía incierta
1209280	1211200	De ser oficialista
1212980	1213920	Tomás Rebor
1213920	1215600	Discapacitado capilar
1215600	1217400	Poseído por el espíritu
1217400	1218100	De una persona
1218100	1219500	De 78 años
1219500	1220620	Su voz
1220620	1221620	Hace que todo
1221620	1222240	Lo que diga
1222260	1223100	Parezca importante
1223100	1224760	Lo mueve la guita
1224760	1226420	Sus imitaciones de animales
1226420	1228100	Perturban a la audiencia
1228100	1229020	Peronista
1229020	1230260	De Patricio Kelly
1230260	1231320	Escuchalo
1231320	1232900	En Caricias Reperfiladas
1232900	1233980	Todos los jueves
1233980	1235580	En algún horario nocturno
1235580	1236900	Por el Destape Radio
1243500	1244900	Estimados oyentes
1244900	1246500	De Caricias Significativas
1246500	1247060	Dado que soy
1247060	1248120	La única persona
1248120	1249220	Que se dignó
1249220	1250200	A venir a este programa
1250200	1251860	He tomado una decisión
1251860	1252160	De facto
1252260	1254400	Que es una de mis nuevas facultades
1254400	1256380	Como dictador autocrático
1256380	1258020	Del programa de Caricias
1258020	1259960	Y vamos a iniciar
1259960	1261040	Por el storyboard
1261040	1262420	Es algo inédito
1262420	1263880	Nunca se ha hecho en grilla
1263880	1265680	Y este programa va a arrancar así
1265680	1267060	Ya lo presentaba Christian antes
1267060	1267720	Y hablaba justamente
1267720	1268500	Del 2 de abril
1268500	1270760	Nosotros como equipo interdisciplinario
1270760	1272400	Compuesto únicamente por mi persona
1272400	1273780	Hemos decidido que la mejor forma
1273780	1275000	De encararlo era hablar un poquito
1275000	1277020	De Margaret Thatcher
1277020	1279440	Thatcher también conocida como
1279440	1281420	La Dama de Hierro
1281420	1283360	Debe ser la mujer asociada
1283360	1285180	Al mayor grado de infamia posible
1285180	1286140	En nuestras latitudes
1286760	1288000	Destructora de sindicatos
1288000	1289760	Privatizadora de todo lo visible
1289760	1291180	Usurpadora de Malvinas
1291180	1293180	Y mejor amiga de Ronald Reagan
1293180	1294880	Es la mujer que también
1294880	1296220	Inmortalizó la frase
1296220	1298560	La economía es el método
1298560	1301120	Pero el objetivo son las almas
1301120	1302780	Es decir, una de las primeras personas
1302780	1304840	Que políticamente blanquea
1304840	1306760	Una disputa espiritual
1306760	1309040	Por el dominio psíquico
1309040	1310160	De la sociedad civil
1310160	1311400	Vamos a ir paso a la otra parte
1311420	1312500	Paso por paso en lo que no se sabe
1312500	1314120	Porque los motivos por los cuales la odiamos
1314120	1315180	Ya están bastante claros
1315180	1318240	Su principal desconocimiento
1318240	1318900	Al respecto de su historia
1318900	1321320	Es su origen humilde
1321320	1322800	Esto no se suele saber
1322800	1325420	Ella nació como Margaret Hilda Roberts
1325420	1327200	En Lincolnshire
1327740	1329260	Era hija de un ama de casa
1329260	1330900	Y un tendero que participó activamente
1330900	1331600	En la política local
1331600	1333940	Creció en el departamento de su familia
1333940	1336560	Y vivía arriba del departamento de comestibles
1336560	1337800	En el que trabajaba su padre
1337800	1339660	Esto para que se entienda
1339660	1341400	Margaret Thatcher carecía de servicios de trabajo
